Nombre del archivo,Texto extraído
CV_01_jurista_05.pdf," Currículum Vitae Datos Personales Nombre: Dr. Álvaro Fernández Ortega Dirección: Calle Marqués de Larios 25, 29015 Málaga, España Teléfono: +34 678 123 456 Correo electrónico: alvaro.fernandez@ejemplo.com Fecha de nacimiento: 12 de abril de 1978 Nacionalidad: Española Perfil Profesional Abogado Senior con más de 15 años de experiencia en Derecho Laboral. Especializado en la dirección de equipos jurídicos y asesoramiento estratégico en relaciones laborales. Enfocado en resultados, con sólida trayectoria en litigación, negociación colectiva y cumplimiento normativo. Nivel de inglés profesional bilingüe. Experiencia Profesional Socio Director Laboral - Bufete Rodríguez & Asociados Madrid / Málaga | 2014 - Actualidad - Liderazgo del área de Derecho Laboral con un equipo de 8 abogados. - Asesoramiento a empresas multinacionales en conflictos laborales. - Negociación de convenios colectivos y reestructuraciones empresariales. - Representación judicial en litigios laborales complejos. Abogado Laboral Senior - Despacho Legalex Sevilla | 2008 - 2014 - Coordinación de casos laborales y representación ante juzgados de lo social. - Elaboración de políticas internas de compliance laboral. - Formación interna en normativa laboral actualizada. Educación Máster en Derecho Laboral y Seguridad Social - Universidad de Navarra 2006 - 2007 Licenciatura en Derecho - Universidad de Málaga 1996 - 2001 Idiomas - Español: Nativo - Inglés: C1 Avanzado (Certificado Cambridge) Habilidades - Gestión de equipos jurídicos - Negociación colectiva - Litigación laboral - Asesoramiento estratégico - Comunicación efectiva"
CV_01_traductor_01.pdf," Curriculum Vitae Nombre: Lukas Schneider Dirección: Calle Ficticia 123, 29006 Málaga, España Teléfono: +34 600 123 456 Email: lukas.schneider@emailfalso.com Nacionalidad: Alemana Perfil Profesional Traductor profesional de videojuegos con más de 5 años de experiencia en localización de títulos AAA del inglés al alemán. Orientado a la calidad, con excelente dominio del idioma y pasión por los videojuegos. Capaz de adaptarse a entornos dinámicos y multiculturales. Experiencia Laboral Traductor de Videojuegos - GameLingo Studios Múnich, Alemania | Enero 2020 - Diciembre 2024 - Traducción y localización de videojuegos AAA del inglés al alemán. - Revisión y edición de textos localizados para garantizar calidad y coherencia. - Colaboración en equipos internacionales con desarrolladores y editores. Traductor Freelance de Videojuegos Remoto | Julio 2016 - Diciembre 2019 - Participación en proyectos de localización de juegos indie y AAA. - Uso de herramientas CAT y seguimiento de glosarios y guías de estilo. Educación Grado en Traducción e Interpretación - Universidad de Heidelberg Alemania | 2011 - 2015 Habilidades - Localización de videojuegos - Alemán nativo, inglés fluido - Microsoft Office, SDL Trados, MemoQ - Trabajo en equipo y comunicación - Gestión de proyectos y cumplimiento de plazos"
CV_01_traductor_02.pdf," Currículum Vitae Datos Personales Nombre: Javier Martínez Gómez Dirección: Calle del Sol, 23, 29010 Málaga, España Teléfono: +34 612 345 678 Correo electrónico: j.martinezgomez@email.com Perfil Profesional Traductor especializado en localización de videojuegos con más de 3 años de experiencia profesional. Alta capacidad para adaptar contenido del inglés al español (España) respetando el tono, estilo y contexto del juego. Comprometido con la calidad, cumplimiento de plazos y trabajo en equipo en entornos multiculturales. Experiencia Profesional Traductor de Videojuegos GameLingo Studios, Madrid | 2021 - 2024 - Localización de videojuegos AAA del inglés al español (España) - Coordinación con equipos de QA y desarrollo - Uso avanzado de herramientas CAT y gestión terminológica Traductor Freelance Proyectos independientes | 2018 - 2021 - Traducción y revisión de videojuegos indie y contenido multimedia - Colaboración con estudios y agencias de localización Formación Académica Grado en Traducción e Interpretación Universidad de Granada | 2014 - 2018 Habilidades - Inglés avanzado (C1) - Localización de videojuegos - Herramientas CAT (Trados, MemoQ, Xbench) - Microsoft Office - Trabajo en equipo - Gestión de plazos y calidad"
CV_01_traductor_03.pdf," Curriculum Vitae Información Personal Nombre: Jeroen van Dijk Dirección: Calle Ficticia 123, 29590 Málaga, España Teléfono: +34 600 123 456 Correo Electrónico: jeroen.vandijk@email.com Nacionalidad: Neerlandesa Fecha de nacimiento: 15 de abril de 1990 Perfil Profesional Traductor profesional de videojuegos con más de 5 años de experiencia en la localización de contenido AAA del inglés al neerlandés. Apasionado por los videojuegos y altamente competente en entornos dinámicos y multiculturales. Enfoque proactivo y atención al detalle garantizando siempre la más alta calidad lingüística. Experiencia Profesional Traductor de Videojuegos (Inglés a Neerlandés) PixelTrans Gaming Solutions, Ámsterdam, Países Bajos Ene 2020 ? Dic 2024 - Traducción y localización de más de 40 títulos AAA. - Coordinación con equipos de QA y desarrollo para garantizar coherencia terminológica. - Adaptación cultural de contenido para el mercado neerlandés. Traductor Freelance (Inglés a Neerlandés) Freelance, Remoto Ene 2016 ? Dic 2019 Curriculum Vitae - Colaboración con agencias de localización para proyectos de videojuegos y software. - Uso de herramientas CAT (Trados, MemoQ, Smartling). - Entrega de hasta 2500 palabras diarias cumpliendo plazos estrictos. Formación Académica Grado en Traducción e Interpretación Universidad de Utrecht, Países Bajos 2011 ? 2015 Habilidades Idiomas: Neerlandés (nativo), Inglés (fluido), Español (intermedio) Herramientas: SDL Trados, MemoQ, MS Office, JIRA Competencias: Trabajo en equipo, Gestión del tiempo, Atención al detalle, Adaptación cultural"
CV_01_traductor_04.pdf," Currículum Vitae Nombre: Pierre Lefevre Dirección: Calle Sol 123, 29006 Málaga, España Teléfono: +34 612 345 678 Correo electrónico: pierre.lefevre@emailficticio.com Nacionalidad: Francesa Perfil Profesional Traductor profesional con más de 5 años de experiencia en localización de videojuegos. Especializado en traducción del inglés al francés (europeo), con alta capacidad de adaptación al estilo y tono de los videojuegos AAA. Proactivo, meticuloso y con una fuerte orientación al detalle. Experiencia Laboral Traductor de Videojuegos - GameTrans Europe, Lyon, Francia (2019 - 2024) - Localización de más de 30 videojuegos AAA del inglés al francés - Colaboración estrecha con equipos de desarrollo y QA - Uso intensivo de herramientas CAT como SDL Trados y memoQ Traductor Freelance - Varias agencias internacionales (2016 - 2019) - Traducción y edición de contenidos creativos y videojuegos independientes - Gestión autónoma de proyectos y plazos ajustados Educación Licenciatura en Traducción e Interpretación - Université Jean Moulin Lyon 3 (2012 - 2016) Habilidades - Traducción creativa - Localización de videojuegos - CAT tools (Trados, memoQ, Wordfast) - Microsoft Office Suite - Gestión de proyectos - Trabajo en equipo y comunicación intercultural Idiomas - Francés: Nativo - Inglés: Profesional - Español: Intermedio"
CV_02_cdatos_01.pdf," Currículum Vitae - Javier Gómez Ruiz Informacion Personal Nombre: Laura Martinez Ortega Direccion: Av. de Andalucia 45, Sevilla, Espana Telefono: +34 678 987 321 Email: laura.martinez@example.com LinkedIn: linkedin.com/in/lauramartinezdev Perfil Profesional Desarrolladora junior especializada en Python con enfoque en automatizacion y extraccion de datos. Entusiasta del aprendizaje continuo y apasionada por construir soluciones eficientes con codigo limpio. Experiencia practica en scraping web, integracion de APIs y trabajo colaborativo en entornos agiles. Experiencia Laboral Junior Software Engineer CodeHarvest, Sevilla (2023 Presente) - Desarrollo de scripts en Python para extraccion de datos desde portales web de contenido literario. - Implementacion de soluciones de scraping utilizando Requests, BeautifulSoup4 y Selenium. - Participacion activa en reuniones agiles y planificacion de sprints. Practicas en Desarrollo Python DevPath Technologies, Sevilla (2022 2023) - Apoyo en el desarrollo de herramientas de automatizacion de procesos. - Consumo de APIs RESTful para la integracion de servicios. - Creacion de documentacion tecnica y soporte en pruebas unitarias. Formacion Academica Grado en Ingenieria del Software Universidad de Sevilla (2018 2022) Habilidades - Lenguajes: Python, JavaScript, SQL Currículum Vitae - Javier Gómez Ruiz - Herramientas: BeautifulSoup4, Selenium, Git, Requests, Postman - Bases de datos: SQLite, MySQL - Conocimientos basicos en servicios Cloud (Azure) - Idiomas: Espanol (nativo), Ingles (avanzado), Aleman (basico) - Trabajo en equipo, organizacion y capacidad de analisis"
CV_02_cdatos_02.pdf," Curriculum Vitae Nombre: Marcos Vidal Ortega Email: marcos.vidal@example.com Teléfono: +34 612 987 321 Ubicación: Madrid, España LinkedIn: linkedin.com/in/marcosvidalai Perfil Profesional Profesional senior con más de 14 años de experiencia en soluciones Data & AI. Especialista en liderazgo de unidades de negocio, analítica avanzada e innovación tecnológica. Orientado a resultados, con fuerte enfoque en desarrollo comercial y alianzas estratégicas. Experiencia Profesional Director de Data & Analytics | QuantumTech Advisors | 2020 - Actualidad - Dirección estratégica de la unidad de Data & AI con más de 80 personas. - Diseño de plataformas de datos para clientes del sector financiero y retail. - Creación de partnerships tecnológicos con Oracle, IBM y Snowflake. - Incremento del volumen de negocio en un 40% en 3 años. Consultor Senior de Transformación Digital | InsightHub Consulting | 2014 - 2020 - Implementación de estrategias de gobierno del dato y machine learning. - Coordinación de proyectos internacionales en telecomunicaciones y salud. - Formación y mentoring de equipos de analistas y arquitectos. Formación Académica Executive MBA | IE Business School | 2018 Grado en Estadística e Ingeniería de Datos | Universidad Carlos III de Madrid | 2010 Habilidades - Dirección estratégica de Data & AI - Analítica predictiva y machine learning - Arquitectura de plataformas cloud - Desarrollo comercial y relaciones cliente - Gestión de equipos multidisciplinares - Inglés avanzado (C1), Francés intermedio (B2)"
CV_02_cdatos_03.pdf," Currículum Vitae Datos Personales Nombre: Marcos Ruiz Delgado Email: marcos.ruiz@emailfalso.com Teléfono: +34 698 765 432 Dirección: Avenida Imaginaria 456, Madrid, España LinkedIn: linkedin.com/in/marcosruizds GitHub: github.com/marcosruizds Perfil Profesional Científico de Datos junior apasionado por la analítica avanzada y el desarrollo de soluciones inteligentes. Formación sólida en matemáticas aplicadas y experiencia práctica en el análisis de datos y modelos predictivos. Interesado en contribuir al crecimiento del negocio a través de insights accionables. Experiencia Profesional Data Science Intern - InsightTech Analytics, Madrid Julio 2023 - Diciembre 2023 - Limpieza y transformación de datos estructurados y no estructurados. - Apoyo en la implementación de modelos de clasificación y regresión. - Automatización de informes de rendimiento de campañas publicitarias. - Visualización de datos con seaborn y dashboards en Tableau. Formación Académica Máster en Análisis de Datos y Big Data - Universidad de Alcalá 2022 - 2023 Grado en Matemáticas Aplicadas - Universidad de Sevilla 2017 - 2021 Habilidades Técnicas - Lenguajes de programación: Python, SQL - Machine Learning: regresión, clustering, decision trees - Big Data: PySpark, Hadoop - Visualización: Tableau, seaborn, matplotlib - Herramientas: Git, VSCode, AWS S3 - Idiomas: Español (nativo), Inglés (intermedio-avanzado)"
CV_02_cdatos_04_05.pdf," Carlos Gómez Ruíz Consultor Business Intelligence Sevilla, España Tel: +34 612 345 789 | Email: carlos.gomez.bi@example.com | LinkedIn: linkedin.com/in/carlosgomezbi Resumen Profesional Consultor de Business Intelligence con más de 6 años de experiencia en análisis de datos, desarrollo de dashboards y procesos ETL. Especializado en el diseño de soluciones de inteligencia empresarial para entornos dinámicos e internacionales, impulsando la toma de decisiones basada en datos. Experiencia Profesional Consultor Business Intelligence - MP Lifts - Ascensores Febrero 2021 - Actualidad - Desarrollo de dashboards en Power BI para distintas áreas de negocio. - Diseño de procesos ETL y mantenimiento de infraestructura de datos. - Análisis de tendencias y elaboración de informes estratégicos. - Coordinación con equipos internacionales para definición de KPIs. Analista de Datos - DataTech Solutions Enero 2018 - Enero 2021 - Recopilación y consolidación de datos desde múltiples fuentes. - Automatización de reportes y optimización de flujos de trabajo. - Apoyo a usuarios en el uso correcto de herramientas BI. - Implementación de mejoras en procesos de gestión de datos. Formación Académica Grado en Estadística Aplicada - Universidad de Granada (2012 - 2016) Máster en Big Data y Business Analytics - Universidad Pablo de Olavide (2016 - 2017) Curso Avanzado de Power BI - LinkedIn Learning (2020) Habilidades Power BI, SQL, Python, ETL, Data Warehousing, KPIs, Excel Avanzado, Automatización de Reportes, Visualización de Datos, Azure Data Factory Idiomas Español (nativo), Inglés (C1)"
CV_02_ingdatos_01.pdf," Lucía Sánchez Rivas Junior Python Developer Bilbao, España Tel: +34 688 456 789 | Email: lucia.sanchez.python@example.com | LinkedIn: linkedin.com/in/luciasanchezdev Resumen Profesional Desarrolladora Python Junior con enfoque en automatización, web scraping y desarrollo backend. Con experiencia práctica en el manejo de datos, integración de APIs y depuración de código. Motivada por aprender nuevas tecnologías y aportar soluciones efectivas en entornos colaborativos y ágiles. Experiencia Profesional Python Automation Intern - TechLabs Automation Abril 2023 - Diciembre 2023 - Desarrollo de scripts de automatización de tareas con Python. - Implementación de crawlers con Requests y BeautifulSoup para proyectos internos. - Asistencia en el testing y depuración de herramientas propias de la empresa. - Documentación de procesos y desarrollo de scripts reutilizables. Asistente de Proyectos IT - InnovaData Group Febrero 2022 - Marzo 2023 - Apoyo al equipo de desarrollo en integración de APIs REST. - Elaboración de reportes de seguimiento de incidencias técnicas. - Mantenimiento de documentación técnica de software. - Automatización de informes en Excel con Python y VBA. Formación Académica Grado en Ciencias de la Computación - Universidad del País Vasco (2017 - 2021) Curso Especializado en Web Scraping con Python - Platzi (2023) Certificación Profesional Python Backend Development - EdX (2024) Habilidades Python, BeautifulSoup4, Requests, Selenium, REST APIs, SQL, Git, HTML/CSS, Bash, Agile/Scrum, Excel, Unit Testing Idiomas Español (nativo), Inglés (C1), Italiano (B1)"
CV_02_ingdatos_02.pdf," CURRÍCULUM VITAE María Isabel Torres Jiménez Email: maria.torres.python@example.com Teléfono: +34 689 112 334 LinkedIn: linkedin.com/in/mariatorresdev GitHub: github.com/mariatorresdev Ubicación: Sevilla, España Perfil Profesional Ingeniera de software especializada en Python, apasionada por el desarrollo de soluciones automatizadas para la recopilación y análisis de datos. Experiencia en diseño de crawlers y manejo de APIs REST. En constante formación para aplicar las mejores prácticas del desarrollo moderno en entornos colaborativos y ágiles. Habilidades Técnicas - Lenguajes: Python, JavaScript (básico), Bash - Web scraping: Scrapy, Requests, BeautifulSoup4 - APIs RESTful y JSON - Versionado: Git, Bitbucket - Bases de datos: SQLite, PostgreSQL - Testing: pytest, unittest - Herramientas: Docker, Postman, VSCode - Cloud: GCP (nivel básico) - Ofimática: Excel avanzado, Word, Outlook Experiencia Profesional Junior Python Engineer - NexaData Solutions Sevilla, España - Feb 2023 / Feb 2025 - Desarrollé aplicaciones para extracción masiva de datos usando Scrapy. - Integré servicios internos mediante microservicios y APIs. - Optimizé procesos de limpieza de datos utilizando scripts automatizados. - Apoyé a equipos de QA en procesos de pruebas unitarias y funcionales. Python Intern - Codify Analytics Remoto - Ago 2022 / Ene 2023 - Asistí en el desarrollo de scrapers para plataformas de contenido local. - Implementé scripts de análisis estadístico con Python y Pandas. - Participé en reuniones ágiles para estimación y mejora continua. Formación Académica Grado en Ingeniería del Software - Universidad de Sevilla (2016 - 2021) Certificado Profesional Python Developer - EdX / MITx (2023) Idiomas - Español: Nativo - Inglés: B2 Intermedio Alto - Francés: Básico (A2) Proyectos Destacados - Crawler para bibliotecas públicas: herramienta automatizada para monitorizar catálogos literarios locales. - API de análisis de noticias: microservicio para extracción semántica y análisis de titulares locales. Competencias Personales - Capacidad de aprendizaje autónomo - Buena comunicación con equipos multidisciplinares - Organización y gestión de prioridades - Compromiso con la calidad del software"
CV_02_ingdatos_03.pdf," Currículum Vitae - Javier Martín López Datos Personales Nombre: Laura Fernández Ruiz Dirección: Avenida de la Innovación 456, 08025 Barcelona Teléfono: +34 689 123 456 Correo: laura.fernandez@example.com LinkedIn: linkedin.com/in/laurafernandezdata Perfil Profesional Profesional del análisis y la ingeniería de datos con sólida experiencia en desarrollo de pipelines de datos, soluciones cloud y visualización. Enfocada en aportar valor a través de tecnologías modernas, garantizando eficiencia, escalabilidad y calidad en los procesos de datos. Experiencia Laboral Data Engineer - Nova Data Insights (2023 - Actualidad) - Desarrollo de arquitecturas cloud para el procesamiento de grandes volúmenes de datos. - Automatización de flujos ETL con PySpark y Airflow sobre Azure Synapse. - Creación de dashboards personalizados en Power BI para clientes corporativos. Data Engineer Junior - DataCore Solutions (2021 - 2023) - Participación en proyectos de integración de datos multifuente con Python y SQL. Currículum Vitae - Javier Martín López - Apoyo en el diseño y mantenimiento de sistemas de almacenamiento en Azure Blob Storage. - Generación de informes interactivos usando Qlik Sense. Educación Grado en Estadística e Informática - Universidad Autónoma de Barcelona (2016 - 2020) Máster en Ingeniería de Datos - Instituto Tecnológico de Big Data (2021) Habilidades Técnicas - Lenguajes: Python, SQL, Bash - Herramientas: Azure Synapse, Databricks, Airflow, Power BI, Qlik Sense - BBDD: SQL Server, PostgreSQL, Cosmos DB - Idiomas: Español (nativo), Inglés (C1)"
CV_02_ingdatos_04.pdf," Currículum Vitae Datos Personales Nombre: Laura Fernández Ruiz Dirección: Avenida Imaginaria 45, 08001 Barcelona Teléfono: +34 611 789 321 Email: laura.fernandez@correo.com LinkedIn: linkedin.com/in/laurafernandezbi Perfil Profesional Profesional del Business Intelligence con sólida experiencia en análisis de datos, visualización avanzada y desarrollo de soluciones BI. Experta en herramientas como Qlik Sense y Power BI, así como en procesos ETL y diseño de modelos de datos eficientes para grandes volúmenes de información. Experiencia Profesional Senior BI Developer TechData Analytics, Barcelona | Febrero 2022 - Actualidad - Creación de dashboards ejecutivos con Power BI para reporting estratégico. - Implementación de modelos de datos y automatización de flujos de datos. - Desarrollo de ETLs con herramientas como SSIS y Pentaho. BI Analyst NovaData Solutions, Barcelona | Agosto 2018 - Enero 2022 - Diseño y mantenimiento de Data Warehouses. - Desarrollo de informes interactivos y análisis predictivo. - Colaboración con equipos multidisciplinares para proyectos de datos. Formación Académica Grado en Estadística Aplicada Universitat de Barcelona | 2013 - 2017 Habilidades Técnicas - Power BI - Qlik Sense - SQL Server - ETL (SSIS, Pentaho) - Data Warehousing - Python para análisis de datos - Modelado dimensional Idiomas - Español: Nativo - Inglés: Intermedio-Alto (B2) - Catalán: Nativo"
CV_02_ingdatos_05.pdf," Curriculum Vitae Información Personal Nombre: Javier Morales Sánchez Dirección: Calle Ficticia 123, 28080 Madrid, España Teléfono: +34 612 345 678 Email: javier.morales@example.com Fecha de nacimiento: 15 de marzo de 1990 Nacionalidad: Española Perfil Profesional Ingeniero de software con más de 7 años de experiencia en desarrollo, análisis y visualización de datos. Especializado en Splunk, análisis de datos y desarrollo de soluciones técnicas adaptadas a necesidades empresariales. Proactivo, resolutivo y orientado a resultados. Experiencia Profesional Splunk Software Engineer - DataTech Solutions Enero 2022 - Actualidad | Madrid, España - Desarrollo y mantenimiento de paneles de control en Splunk para monitoreo de sistemas. - Análisis de datos y generación de reportes ejecutivos. - Automatización de procesos de recopilación de datos. Analista de Datos - Insight Analytics Marzo 2018 - Diciembre 2021 | Barcelona, España - Diseño de dashboards interactivos para visualización de KPIs. - Análisis predictivo y modelado de datos. - Colaboración con equipos de desarrollo para integración de soluciones analíticas. Formación Académica Grado en Ingeniería Informática - Universidad Politécnica de Madrid 2010 - 2014 Máster en Ciencia de Datos - Universidad Autónoma de Barcelona 2015 - 2016 Habilidades Técnicas - Splunk (Avanzado) - SQL (Avanzado) - Python - Modelado de datos - Google Analytics - Dynatrace - Atlassian (JIRA, Confluence) - Power BI y Tableau Idiomas Español - Nativo Inglés - Avanzado (C1) Francés - Intermedio (B1)"
CV_02_jurista_01.pdf," Oferta de Colaboración con Asesoría Fiscal Málaga Descripción de Colaborador Potencial Nombre del Colaborador: Javier Martín López Titulación: Graduado en Administración y Dirección de Empresas Años de Experiencia: 4 años Especialidades: Planificación fiscal, Declaraciones trimestrales, Gestión contable integral Herramientas Utilizadas: ContaPlus, Wolters Kluwer, Microsoft Excel Clientes Actuales: 24 autónomos y sociedades limitadas Disponibilidad: Inmediata Modalidad: Autónomo Independiente Oficina: Despacho compartido en Parque Tecnológico de Málaga Contacto: j.martin.asesor@email.com / 678 987 321 Resumen: Javier Martín López es un profesional con experiencia en asesoramiento fiscal y contable, especializado en planificación fiscal y gestión contable de autónomos y pequeñas sociedades. Dispone de infraestructura adecuada para atender a clientes y está preparado para colaborar en régimen independiente con asesorías fiscales en expansión. Página 1"
CV_02_jurista_02.pdf," Currículum Vitae Datos Personales Nombre: Javier Gómez Santamaría Dirección: Avenida de la Paloma, 45, 29010 Málaga Teléfono: +34 622 789 345 Correo electrónico: javier.gomez.santamaria@example.com Fecha de nacimiento: 5 de agosto de 1988 Nacionalidad: Española Perfil Profesional Abogado con sólida experiencia en Derecho Público y Urbanismo, especializado en procedimientos administrativos, planeamiento urbanístico y contratación pública. Experto en el asesoramiento legal a empresas del sector inmobiliario y entidades públicas. Alta capacidad de análisis, gestión documental y trabajo colaborativo. Experiencia Profesional Abogado Especialista en Urbanismo Consultora Jurídica UrbanLegal | Málaga | Marzo 2020 - Actualidad - Coordinación de due diligence urbanísticas para operaciones inmobiliarias. - Tramitación de licencias urbanísticas y ambientales. - Elaboración de informes legales sobre normativa urbanística vigente. - Gestión de expedientes de planeamiento, expropiación y reparcelación. Asesor Jurídico en Administración Pública Departamento de Urbanismo - Ayuntamiento de Marbella | Junio 2016 - Febrero 2020 - Asesoramiento legal en procedimientos administrativos. - Redacción de informes y recursos contencioso-administrativos. - Participación en proyectos de desarrollo urbano y contratación pública. Formación Académica Máster en Derecho Urbanístico y Ordenación del Territorio Universidad de Granada | 2015 - 2016 Grado en Derecho Universidad de Málaga | 2009 - 2014 Idiomas Español: Nativo Inglés: Avanzado (C1) Francés: Intermedio (B1) Habilidades - Derecho Administrativo y Urbanístico - Tramitación de licencias y autorizaciones - Redacción de informes jurídicos y recursos - Planeamiento urbanístico y contratación pública - Manejo avanzado de bases legales y software jurídico - Trabajo en equipo y liderazgo de proyectos"
CV_02_jurista_03.pdf," Currículum Vitae Datos Personales Nombre: Diego Fernández Ruiz Dirección: Avenida del Progreso 12, 41015 Sevilla, España Teléfono: +34 612 345 789 Correo electrónico: diego.fernandezr@correo.com LinkedIn: linkedin.com/in/diegofernandezruiz (cid:10)Perfil Profesional Ingeniero y consultor de I+D con sólida experiencia en la elaboración y gestión de propuestas innovadoras a nivel nacional y europeo. Especializado en proyectos energéticos y de digitalización, trabajando con consorcios internacionales y entidades tecnológicas. Apasionado por el desarrollo sostenible y la transformación energética. Nivel de inglés C1. (cid:10)Experiencia Profesional Consultor I+D en Energía y Digitalización ENERGYTECH INNOVATION S.A. | Sevilla | 2021 - Actualidad - Diseño y redacción de propuestas para programas como Horizon Europe, LIFE y PERTE. - Gestión de proyectos internacionales en almacenamiento energético, Smart Grids y comunidades energéticas. - Elaboración de documentación técnica, informes de seguimiento y coordinación con socios europeos. - Representación técnica en consorcios y participación en eventos de innovación. Técnico de Proyectos de I+D GREENFUTURE CONSULTING | Málaga | 2019 - 2021 - Preparación y presentación de propuestas para CDTI y ayudas autonómicas. - Control técnico-financiero de proyectos I+D+i. - Apoyo en tareas de vigilancia tecnológica y análisis de convocatorias públicas. (cid:10)Formación Académica Máster en Sistemas Energéticos Inteligentes Universidad Politécnica de Madrid | 2017 - 2018 Grado en Ingeniería de la Energía Universidad de Sevilla | 2012 - 2017 (cid:10)Idiomas Inglés: C1 (IELTS Academic) Alemán: A2 (cid:10)Habilidades - Propuestas I+D Nacionales y Europeas - Gestión de Proyectos Multinivel - Coordinación de Consorcios Internacionales - Informes Técnicos y Financieros - Herramientas: MS Project, SAP, Jira, Excel avanzado"
CV_02_jurista_04.pdf," Laura Fernández Gómez Sevilla, España | +34 678 901 234 | laura.fernandez@emailficticio.com LinkedIn: linkedin.com/in/laurafernandezfiscal Perfil Profesional Licenciada en Derecho y Administración de Empresas con especialización en Derecho Fiscal. Experiencia en consultoría tributaria, fiscalidad internacional y cumplimiento normativo. Profesional orientada al detalle, proactiva y con alta capacidad de análisis. Busco integrarme en un entorno profesional como PwC donde poder aportar valor y seguir desarrollándome en el ámbito legal-fiscal. Formación Académica Doble Grado en Derecho y Administración de Empresas Universidad de Sevilla | 2016 – 2021 Máster en Derecho Tributario Centro de Estudios Financieros (CEF) | 2022 – 2023 Experiencia Profesional Consultora Fiscal – IberTax Consulting (Sevilla) Julio 2023 – Actualidad - Asesoramiento a empresas en tributación directa e indirecta. - Preparación de informes fiscales y planificación tributaria. - Coordinación con clientes para el cumplimiento de sus obligaciones fiscales. Prácticas en Departamento Legal – Deloitte Legal (Madrid) Enero 2022 – Junio 2022 - Apoyo en revisión de documentación societaria. - Análisis normativo para clientes internacionales. - Colaboración en informes sobre fiscalidad corporativa. Idiomas - Español: Nativo - Inglés: Avanzado (C1 TOEFL) Laura Fernández Gómez Sevilla, España | +34 678 901 234 | laura.fernandez@emailficticio.com LinkedIn: linkedin.com/in/laurafernandezfiscal - Alemán: Intermedio (B1) Habilidades Técnicas - Herramientas: SAP, Excel avanzado, Wolters Kluwer, A3Eco - Áreas: Derecho Fiscal, Fiscalidad Internacional, Derecho Societario, Due Diligence Habilidades Personales - Capacidad analítica - Comunicación profesional - Resolución de problemas - Trabajo bajo presión - Espíritu colaborativo Otros Datos - Carnet de conducir B - Movilidad geográfica - Alta capacidad de aprendizaje y compromiso profesional"
CV_02_jurista_05.pdf," Currículum Vitae Datos Personales Nombre: Lic. Beatriz Morales Castaño Dirección: Avenida Andalucía 18, 29006 Málaga, España Teléfono: +34 645 789 321 Correo electrónico: beatriz.morales@ejemplo.com Fecha de nacimiento: 3 de septiembre de 1982 Nacionalidad: Española Perfil Profesional Abogada con más de 12 años de experiencia especializada en Derecho Laboral. Experta en resolución de conflictos laborales, gestión de equipos legales y asesoría a grandes corporaciones. Alto nivel de inglés y amplia trayectoria en procesos judiciales y relaciones sindicales. Experiencia Profesional Responsable Área Laboral - Martínez & Ramos Abogados Málaga | 2015 - Actualidad - Dirección del área laboral y supervisión de 6 abogados. - Coordinación de procesos de despido colectivo y ERTEs. - Representación ante tribunales laborales de alta complejidad. - Implementación de programas de cumplimiento normativo. Abogada Laboral - Jurídica Global Consulting Granada | 2010 - 2015 - Asesoramiento laboral integral a pymes y grandes empresas. - Elaboración de contratos, expedientes disciplinarios y políticas internas. - Participación en negociaciones sindicales y convenios. Educación Máster en Asesoría Jurídico-Laboral - Universidad Carlos III de Madrid 2007 - 2008 Licenciatura en Derecho - Universidad de Granada 2000 - 2005 Idiomas - Español: Nativo - Inglés: C1 Avanzado (IELTS 7.5) Habilidades - Dirección de equipos legales - Gestión de conflictos laborales - Asesoramiento estratégico empresarial - Negociación sindical - Compliance laboral"
CV_02_traductor_01.pdf," Curriculum Vitae Nombre: Anna Berger Dirección: Avenida del Sol 45, 29190 Málaga, España Teléfono: +34 622 789 321 Email: anna.berger@emailfalso.com Nacionalidad: Alemana Perfil Profesional Traductora especializada en localización de videojuegos con sólida experiencia en proyectos AAA. Comprometida con la calidad lingüística y la fidelidad cultural, cuenta con excelentes habilidades comunicativas y de trabajo en equipo en entornos internacionales. Experiencia Laboral Traductora de Videojuegos - Pixel Translate Ltd. Hamburgo, Alemania | Febrero 2021 - Marzo 2024 - Localización de videojuegos de gran presupuesto (AAA) del inglés al alemán. - Control de calidad lingüística, edición y revisión final de textos. - Colaboración estrecha con desarrolladores, testers y productores de contenido. Editora de Contenidos - GlobalGameText Remoto | Julio 2017 - Enero 2021 - Revisión y edición de textos traducidos para proyectos de videojuegos y software interactivo. - Uso profesional de herramientas de traducción asistida por ordenador (CAT Tools). Educación Licenciatura en Traducción e Interpretación - Universidad de Leipzig Alemania | 2012 - 2016 Habilidades - Traducción y localización de videojuegos - Alemán nativo, inglés avanzado - Herramientas CAT: SDL Trados, MemoQ, Wordfast - Adaptación cultural y revisión de calidad - Organización y gestión del tiempo - Trabajo en entornos multiculturales"
